age,annual_income,total_debt,credit_limit,current_balance,num_late_payments_12m,employment_years,credit_risk
62.0,47915.32,76801.84,15600.0,2874.83,1.0,38.2,0
,28736.65,32278.33,4400.0,934.99,1.0,29.7,0
33.0,91011.68,133979.06,22700.0,5546.81,0.0,10.8,0
67.0,116433.39,139485.2,19600.0,6421.44,0.0,,0
59.0,239037.39,551226.26,50000.0,9919.47,0.0,3.8,0
25.0,63476.02,86909.95,25100.0,14226.44,0.0,3.2,0
67.0,28891.83,9368.8,,1852.26,0.0,19.3,0
,44486.26,74770.56,,8365.03,2.0,17.3,0
18.0,49934.39,82961.71,10500.0,5191.26,1.0,0.0,0
25.0,59224.98,121135.88,11000.0,7819.23,0.0,6.8,0
46.0,71863.64,175752.99,,8080.0,3.0,26.8,1
49.0,67358.31,75542.88,11700.0,929.8,2.0,7.7,0
55.0,86357.36,83310.57,28200.0,7299.55,1.0,12.9,0
,60989.31,75435.67,9700.0,606.21,2.0,3.6,1
64.0,,35152.6,2700.0,1395.14,0.0,44.5,0
39.0,62086.28,161358.92,19600.0,9250.27,1.0,9.3,0
64.0,57070.26,143180.49,18700.0,4608.9,0.0,14.8,0
51.0,75369.66,46742.98,12000.0,3462.8,0.0,17.4,0
18.0,43613.01,58174.37,14000.0,3996.61,1.0,0.0,0
43.0,61952.02,46364.29,,6176.94,0.0,6.8,0
60.0,75640.36,79833.71,27700.0,10247.83,1.0,30.9,0
27.0,49216.03,7938.52,9300.0,4040.11,0.0,0.5,1
47.0,81269.2,48048.12,26600.0,15418.3,2.0,1.4,0
67.0,56504.47,63127.58,19900.0,7036.16,2.0,18.9,1
35.0,59515.69,58366.2,9600.0,4102.08,0.0,6.0,1
34.0,15000.0,11445.17,6100.0,988.95,0.0,5.1,0
43.0,27273.41,18327.6,11500.0,2624.28,1.0,12.3,0
25.0,27317.98,55990.64,11100.0,4840.75,0.0,2.2,0
64.0,61685.2,52241.67,24500.0,6818.28,,8.8,0
,116191.98,214205.65,43400.0,8968.89,1.0,12.1,0
66.0,50460.74,49092.76,17200.0,2590.02,0.0,46.8,0
29.0,90127.35,185251.74,31900.0,4551.08,1.0,4.5,0
44.0,79933.6,46098.15,31300.0,12679.24,0.0,11.6,0
25.0,58920.01,34063.76,20500.0,10848.7,1.0,4.0,0
42.0,76449.53,139050.6,19000.0,9149.04,1.0,23.6,0
63.0,62790.95,146557.04,16500.0,2936.05,0.0,10.9,0
21.0,49743.33,23632.87,20800.0,5851.28,2.0,2.0,0
50.0,68504.05,16592.66,,3970.0,1.0,22.9,0
,129053.05,310616.48,46400.0,9072.02,0.0,0.0,0
36.0,71944.44,30894.95,31400.0,9792.4,0.0,1.6,0
48.0,61745.89,44520.57,22300.0,5872.75,1.0,20.3,0
33.0,,80677.15,14300.0,6314.76,0.0,1.0,0
31.0,126693.38,274601.58,45100.0,20290.63,1.0,7.7,0
65.0,23289.8,21586.85,3700.0,1629.95,0.0,34.8,0
22.0,19464.78,48948.65,7700.0,2499.47,0.0,0.8,1
,67702.37,103135.23,15900.0,6989.65,1.0,33.7,0
43.0,31937.75,7465.01,9100.0,1696.39,1.0,0.8,1
45.0,104136.66,192696.0,25400.0,9658.41,0.0,22.8,0
19.0,19727.65,27762.2,4500.0,1264.15,1.0,0.5,0
67.0,96479.31,155237.49,27000.0,17130.24,0.0,10.7,0
23.0,88662.22,224578.43,23400.0,4229.71,0.0,0.7,1
26.0,58151.65,23458.23,19800.0,1285.84,0.0,7.6,1
50.0,15371.29,26307.42,6100.0,1067.92,1.0,2.3,0
58.0,19264.48,22771.14,4600.0,,0.0,,1
42.0,62564.99,43156.01,13400.0,628.53,1.0,8.3,0
65.0,47113.97,85519.07,16500.0,3829.95,0.0,29.2,0
30.0,83817.59,144001.34,29400.0,3981.37,0.0,6.5,0
26.0,52003.7,116570.69,21900.0,5218.4,1.0,1.0,1
30.0,,112059.85,7600.0,3607.83,1.0,3.5,0
48.0,15000.0,24126.36,6100.0,3058.13,1.0,7.2,1
58.0,88739.41,86891.9,27200.0,14664.11,0.0,8.5,0
28.0,36699.28,51016.03,12300.0,2427.98,1.0,4.1,0
21.0,42662.54,41650.88,7600.0,3334.04,1.0,2.1,0
51.0,28513.49,21746.95,8000.0,1975.98,0.0,7.2,0
,,30770.42,4700.0,1124.87,0.0,13.6,0
63.0,131043.25,222733.99,29700.0,7189.41,0.0,17.6,0
21.0,87316.32,146062.42,26300.0,17146.14,0.0,2.9,0
55.0,88185.46,214336.39,34700.0,3921.58,2.0,35.3,0
36.0,47576.47,39229.68,17800.0,3709.55,0.0,14.4,0
23.0,,19274.35,6300.0,1498.53,0.0,1.2,0
51.0,,323750.48,50000.0,4568.84,1.0,2.2,1
35.0,69799.0,107051.24,19400.0,2290.16,1.0,5.4,0
30.0,58810.37,12782.0,26000.0,12508.03,1.0,3.2,0
58.0,43674.52,38394.72,13900.0,4297.43,0.0,20.2,1
40.0,15887.16,11179.84,3600.0,1100.95,1.0,17.1,0
36.0,107466.58,236191.38,23500.0,10534.43,1.0,15.4,0
62.0,28720.83,63209.35,9600.0,1010.89,0.0,37.2,0
,75202.63,57460.51,23100.0,4086.73,0.0,3.6,0
18.0,86034.22,25195.03,13100.0,3241.0,0.0,0.0,0
41.0,66203.89,41051.09,26400.0,7088.17,3.0,7.2,1
24.0,71824.73,42032.57,25900.0,10327.63,0.0,0.4,0
42.0,121500.28,94056.93,42300.0,21935.77,0.0,16.8,0
38.0,33676.34,22311.28,5700.0,2556.33,1.0,,0
32.0,59796.45,78283.52,15500.0,6551.9,0.0,5.7,0
18.0,47331.76,44347.71,20400.0,6524.74,1.0,0.0,0
29.0,17966.44,28021.5,7300.0,2876.49,0.0,7.6,0
24.0,64331.2,59502.91,15200.0,4156.43,2.0,4.6,0
32.0,114777.45,236909.73,22600.0,3143.38,1.0,4.3,1
38.0,123723.0,301322.72,35200.0,7235.48,1.0,16.2,1
36.0,165129.67,191280.18,42400.0,24532.88,3.0,5.3,0
46.0,18690.46,3803.31,6600.0,1491.84,0.0,12.5,0
,143943.57,100909.39,50000.0,,2.0,17.4,0
50.0,60530.57,23538.17,15700.0,8124.34,0.0,22.2,0
,141539.98,123785.43,23900.0,1790.74,0.0,47.4,0
49.0,,74809.03,17900.0,5862.03,3.0,,1
,39399.95,52956.51,,1844.15,0.0,31.8,0
52.0,26129.92,18597.56,11400.0,2731.75,1.0,20.7,0
61.0,86300.14,171206.8,30200.0,,0.0,39.3,0
55.0,73768.39,32984.93,31900.0,8737.13,1.0,5.8,0
43.0,27716.81,18716.54,5800.0,2904.38,1.0,18.8,0
28.0,15000.0,26240.26,2400.0,888.49,1.0,5.7,1
52.0,69504.53,37194.69,20600.0,2922.98,1.0,9.3,0
25.0,74421.65,130145.2,21200.0,3858.6,1.0,3.3,0
63.0,29966.31,74317.97,7500.0,1129.65,2.0,15.0,0
31.0,26563.75,57320.13,11600.0,2110.48,1.0,7.5,0
27.0,80299.68,32664.66,31900.0,542.67,0.0,8.0,0
19.0,165022.35,232562.37,50000.0,17827.69,,0.6,0
63.0,40255.66,43304.41,8000.0,802.33,2.0,28.4,1
,,80924.53,,,1.0,4.1,0
20.0,64816.47,159492.65,23900.0,3220.03,0.0,0.1,0
38.0,79312.56,27663.42,22000.0,2459.46,2.0,4.7,0
43.0,43539.59,107911.74,18600.0,8997.32,2.0,12.3,1
25.0,182600.26,94524.22,36500.0,6228.62,1.0,2.2,1
65.0,93061.06,79079.77,21400.0,4758.53,0.0,8.5,0
19.0,43098.25,41498.91,7300.0,3420.75,2.0,0.5,0
23.0,20837.51,15560.29,8100.0,618.65,1.0,1.6,0
,119569.5,271002.84,40200.0,15948.01,0.0,7.0,0
46.0,110764.18,95190.23,27100.0,3828.5,3.0,13.0,1
43.0,45177.22,96083.29,9000.0,3838.36,0.0,3.3,0
42.0,66859.27,170007.66,10800.0,3799.39,1.0,22.3,0
29.0,49499.51,107437.12,9900.0,3393.91,0.0,9.5,0
22.0,,70264.74,21200.0,6193.78,2.0,2.8,0
51.0,29290.84,53937.75,,1854.8,0.0,3.5,0
65.0,26889.43,38314.48,6100.0,2422.24,0.0,36.5,0
54.0,88125.59,190532.73,36400.0,17251.87,0.0,29.1,0
32.0,95089.03,45641.34,29000.0,9246.63,1.0,10.7,0
,40357.19,73956.66,14900.0,9573.36,1.0,4.9,0
53.0,34562.6,,5600.0,579.09,1.0,22.5,0
32.0,107854.66,217803.27,28000.0,,3.0,11.7,1
60.0,35271.92,85925.69,10400.0,,1.0,24.2,0
65.0,56007.83,8912.81,11500.0,734.07,2.0,30.4,0
40.0,51903.99,47662.95,9700.0,2794.63,0.0,10.1,0
23.0,22468.2,28488.76,9200.0,1720.51,0.0,2.6,0
63.0,60795.35,61631.12,26300.0,14550.66,0.0,1.5,0
67.0,,,10000.0,4752.66,1.0,31.3,0
61.0,67246.13,38460.67,17100.0,8850.75,1.0,3.5,1
60.0,59571.86,122998.42,26100.0,1925.85,0.0,18.3,0
62.0,195128.28,458990.79,34100.0,16015.91,1.0,12.9,1
38.0,108771.75,29514.33,37300.0,7127.1,0.0,10.9,0
40.0,55452.68,27824.74,24500.0,6350.84,2.0,2.9,0
60.0,58579.7,38094.11,26000.0,4637.34,0.0,29.0,0
33.0,156087.42,215001.09,45500.0,16384.73,1.0,11.9,0
64.0,,183739.58,18100.0,3885.07,0.0,7.5,0
32.0,25915.55,6207.07,5500.0,1577.55,,1.5,0
,95737.84,,39900.0,8352.22,0.0,3.5,0
53.0,114197.04,51561.12,48400.0,8926.95,0.0,30.7,0
28.0,143004.34,363801.3,47500.0,16494.86,1.0,5.3,0
68.0,42578.51,97631.73,16200.0,1960.65,1.0,23.4,0
32.0,40754.83,99883.36,15200.0,3133.14,1.0,1.5,0
21.0,30788.95,11448.27,10700.0,3276.58,0.0,1.9,0
38.0,65177.95,81287.85,26000.0,1764.82,0.0,17.4,0
30.0,84096.53,49147.36,29900.0,14405.7,1.0,9.9,1
39.0,39815.14,61876.85,12400.0,2118.75,0.0,13.1,0
36.0,49757.22,30921.52,11000.0,1970.39,,1.4,0
51.0,15800.06,33054.11,5900.0,,2.0,3.7,1
31.0,134009.96,226106.72,39100.0,10349.81,2.0,0.6,1
21.0,,31260.29,5100.0,987.72,0.0,0.8,0
65.0,67837.33,142519.73,26500.0,2566.71,0.0,6.4,0
69.0,62501.94,,22400.0,9548.73,2.0,13.3,0
63.0,55686.04,45413.58,24000.0,7846.14,0.0,17.3,0
44.0,56459.46,89123.2,,1511.46,,24.5,0
46.0,29523.19,72760.17,10200.0,,0.0,17.1,0
64.0,44496.28,68554.19,9900.0,1680.8,0.0,38.4,0
45.0,96893.76,157092.0,40800.0,4576.51,1.0,19.2,0
52.0,115739.04,278433.16,20800.0,7965.29,0.0,,0
25.0,42085.54,60268.97,14600.0,6054.89,0.0,5.2,0
,21242.27,56396.97,8200.0,3484.73,1.0,4.1,0
59.0,33955.15,15413.07,8700.0,1859.7,0.0,26.2,0
53.0,164656.75,227260.2,50000.0,6192.11,3.0,11.9,0
47.0,35189.86,21760.39,14300.0,3030.51,0.0,28.9,0
35.0,,,12200.0,3723.33,3.0,4.5,1
19.0,126696.21,63479.32,19300.0,9451.65,2.0,0.3,0
,39492.36,27373.8,9400.0,5403.33,2.0,44.7,0
30.0,49054.09,32311.08,11500.0,6459.57,0.0,0.3,0
21.0,87264.5,73709.65,36400.0,3891.21,0.0,2.1,0
43.0,151309.72,52400.03,50000.0,1482.4,2.0,18.1,0
42.0,36778.51,75842.47,6300.0,1426.47,1.0,20.1,0
47.0,124898.56,72864.67,36400.0,3959.51,1.0,28.3,0
28.0,45756.21,49067.14,14400.0,1415.59,,9.8,0
24.0,31838.86,3840.65,,2562.55,,0.4,0
48.0,62927.2,,16600.0,3695.29,0.0,24.7,0
61.0,27050.46,,6600.0,1604.59,0.0,27.8,0
27.0,71912.61,154271.95,22400.0,3766.01,1.0,5.8,0
56.0,300000.0,633306.52,50000.0,2614.68,0.0,4.9,0
30.0,105172.85,116004.39,38000.0,7846.36,1.0,7.8,0
48.0,50871.61,21607.48,9700.0,3607.73,2.0,29.5,0
24.0,101856.59,37972.34,40100.0,,0.0,5.5,0
66.0,30979.69,52246.44,11000.0,5342.98,2.0,21.1,1
59.0,34262.11,74058.27,14300.0,3119.15,0.0,1.6,1
59.0,51725.24,119449.88,14700.0,3053.29,1.0,14.9,0
53.0,57106.24,46715.68,23900.0,5494.73,0.0,28.9,0
,24934.77,21818.21,10200.0,1806.4,2.0,13.3,1
21.0,45076.37,14741.04,,3373.16,0.0,1.4,0
24.0,49674.49,98848.99,13100.0,2677.96,1.0,0.3,0
18.0,136650.71,101731.97,50000.0,7548.79,0.0,0.0,1
61.0,24934.13,33374.75,9100.0,3395.86,2.0,20.2,0
62.0,23585.11,56042.68,,1272.32,1.0,40.9,0
59.0,60199.86,114499.81,23400.0,1291.61,0.0,26.3,0
64.0,108069.08,20567.74,36000.0,6319.4,0.0,14.3,0
30.0,75429.66,6144.0,13900.0,4606.25,0.0,6.3,0
39.0,64965.14,132619.16,15400.0,,1.0,1.4,0
38.0,45562.27,65809.41,20100.0,2876.5,0.0,19.5,0
39.0,81280.63,150114.66,20000.0,3741.57,0.0,7.6,0
,88977.03,41301.69,15800.0,6419.29,0.0,12.9,0
26.0,46425.93,105985.88,16800.0,4771.8,1.0,2.8,0
43.0,30663.41,59733.94,,451.99,0.0,17.1,0
26.0,30783.27,71377.11,7300.0,2819.77,,,0
32.0,91788.34,83679.6,22000.0,5407.99,0.0,10.0,0
27.0,21449.06,16479.8,6200.0,1695.76,0.0,2.4,0
41.0,148187.78,63106.59,23200.0,6894.73,0.0,7.3,0
59.0,41205.4,99028.91,15900.0,3217.24,2.0,5.1,0
,65232.9,31072.47,16000.0,2234.77,0.0,4.6,0
41.0,82538.99,26898.08,33500.0,2277.27,0.0,0.9,0
33.0,35946.56,22454.2,14000.0,5138.9,1.0,9.0,0
66.0,41112.25,82934.7,14300.0,3651.6,1.0,41.7,1
43.0,58640.57,135814.26,14500.0,5408.01,0.0,22.3,0
44.0,32460.12,66730.26,9900.0,924.39,0.0,11.7,0
54.0,28550.08,43005.24,8100.0,2803.98,0.0,16.5,0
21.0,30131.63,77533.4,7600.0,2665.02,0.0,0.2,0
67.0,111914.2,23206.31,45300.0,3941.94,0.0,32.9,0
41.0,68785.96,153401.85,20300.0,4275.32,0.0,18.9,0
36.0,33661.15,37874.4,13500.0,1881.05,1.0,4.4,0
53.0,91459.88,106218.47,16600.0,2154.88,1.0,14.7,0
56.0,34799.1,14135.78,6700.0,3035.31,,31.9,0
27.0,16810.39,4390.13,7500.0,2985.08,,7.9,0
42.0,82296.63,67471.11,,2327.5,2.0,5.8,0
35.0,145471.95,77664.92,44100.0,14074.21,2.0,9.4,0
36.0,75721.98,96890.28,23200.0,5391.86,1.0,3.5,1
,17458.78,8909.98,3700.0,2479.45,1.0,3.6,0
27.0,53416.06,21421.12,19500.0,3002.23,1.0,8.2,1
50.0,45947.43,106896.18,8100.0,6158.85,0.0,26.3,0
67.0,,161332.31,21900.0,4764.77,0.0,37.2,0
22.0,32586.01,79657.9,10500.0,1108.0,1.0,0.2,0
64.0,44352.03,87434.34,18800.0,11980.18,0.0,38.8,0
66.0,23108.37,45817.0,7100.0,1274.66,0.0,21.0,0
52.0,61886.82,130688.23,,1378.08,0.0,11.6,0
61.0,23629.77,40108.68,7600.0,1183.24,0.0,23.5,0
51.0,70435.64,63626.69,12500.0,5474.48,0.0,3.0,0
50.0,34533.04,16376.39,7300.0,2875.09,0.0,24.2,1
38.0,15000.0,9950.2,2400.0,1052.45,1.0,11.6,0
34.0,87225.75,190606.97,26500.0,7342.61,1.0,3.0,1
39.0,72869.4,131369.09,12800.0,4558.62,2.0,4.0,1
65.0,121998.65,147025.24,35500.0,8009.07,0.0,8.7,0
54.0,15458.73,1751.3,6600.0,614.89,3.0,2.1,1
32.0,36580.49,26614.44,13400.0,2269.72,1.0,8.2,1
52.0,58627.3,,10200.0,5129.1,0.0,28.6,0
45.0,76345.44,101362.88,16600.0,3566.81,0.0,0.5,0
24.0,22522.49,28293.21,7900.0,3770.02,0.0,0.3,1
49.0,70184.02,64170.39,29400.0,9132.19,3.0,17.8,0
28.0,38443.08,59768.51,6100.0,1437.69,0.0,8.2,0
27.0,17799.98,44076.56,7000.0,1072.46,2.0,2.9,1
26.0,34530.26,80300.48,11000.0,,1.0,2.8,0
31.0,,8257.01,23100.0,2632.88,0.0,7.8,0
30.0,18251.84,25918.23,8000.0,3972.5,0.0,3.3,1
42.0,79398.21,71296.96,29700.0,5898.78,2.0,0.6,0
19.0,64217.23,86073.75,26000.0,4099.71,0.0,0.7,0
52.0,46522.18,76503.2,11900.0,5997.24,0.0,21.3,0
24.0,20310.26,12395.36,6400.0,2238.8,1.0,3.5,0
38.0,21312.11,42415.65,7100.0,773.49,,14.8,1
35.0,42655.48,53459.96,10500.0,2799.32,,11.5,0
20.0,27585.24,68815.89,8900.0,404.08,1.0,0.4,1
59.0,44344.54,6293.49,9800.0,3507.83,1.0,14.5,0
56.0,93312.49,48749.43,18000.0,4491.51,3.0,4.8,0
58.0,45990.37,88405.56,12100.0,9114.74,0.0,5.2,0
66.0,45239.82,83607.53,16800.0,4983.01,0.0,32.5,0
,45261.33,72452.82,19200.0,6576.29,,8.6,1
56.0,99512.76,247927.72,28600.0,6121.66,0.0,36.6,1
41.0,117715.02,137588.49,40400.0,15366.45,1.0,14.5,0
63.0,69784.01,76149.55,12600.0,3393.3,0.0,8.3,0
36.0,58803.4,145618.52,24800.0,11770.76,1.0,1.9,1
21.0,62176.82,90509.38,19900.0,6812.89,0.0,2.4,0
43.0,127614.74,127890.9,,15038.74,0.0,14.5,0
55.0,72095.84,135974.23,28000.0,6393.14,1.0,22.9,0
59.0,135058.51,211899.05,30700.0,2669.57,0.0,32.0,0
49.0,42131.42,38197.77,13000.0,5924.04,0.0,21.8,0
56.0,24310.38,20920.16,10700.0,2813.25,0.0,31.7,0
62.0,36263.4,38038.78,6400.0,2173.12,0.0,2.5,0
63.0,38650.76,7328.32,13700.0,407.9,0.0,33.6,0
53.0,141877.14,352870.1,,18530.62,1.0,29.8,1
57.0,84275.65,,20200.0,7620.41,0.0,11.2,0
54.0,36957.58,23851.28,15100.0,5943.09,0.0,23.1,0
50.0,87996.01,146385.41,37800.0,4043.42,0.0,10.1,0
53.0,50123.81,93655.2,18800.0,,0.0,33.5,0
20.0,144456.11,276249.59,31700.0,10148.63,0.0,0.1,0
26.0,44346.06,47480.97,11100.0,5898.22,0.0,4.6,0
25.0,21518.46,47124.61,3500.0,142.87,3.0,1.2,0
50.0,48433.61,68524.23,19300.0,2654.63,0.0,22.8,0
23.0,44360.62,52061.15,18000.0,3421.11,1.0,0.9,0
58.0,24198.94,,8200.0,3420.18,0.0,9.4,0
56.0,76998.95,53695.47,19700.0,6810.57,1.0,18.8,0
21.0,127367.42,280940.92,22000.0,7041.92,0.0,2.7,0
30.0,27625.91,41526.02,10400.0,4311.89,0.0,2.5,0
66.0,97112.58,233599.9,35700.0,15082.48,2.0,6.9,0
19.0,37647.49,21126.94,16000.0,2151.43,0.0,0.8,1
22.0,53378.8,129465.83,,4551.02,2.0,2.0,1
61.0,50118.06,95285.06,,9097.44,0.0,39.2,0
44.0,53379.04,88837.61,20000.0,6323.15,1.0,3.8,0
49.0,71958.84,82684.54,24400.0,6755.82,2.0,20.0,0
38.0,29304.33,,8100.0,3865.56,1.0,,0
25.0,117710.1,142195.46,49500.0,11560.9,0.0,1.1,1
55.0,73286.06,96120.91,,,0.0,25.3,0
25.0,89442.36,179549.59,,4802.0,0.0,4.2,1
67.0,33926.8,24301.11,5900.0,141.63,1.0,37.0,0
20.0,27754.01,22602.61,6600.0,2377.2,0.0,0.6,0
61.0,110153.27,219835.06,34500.0,6331.12,0.0,19.3,0
20.0,27047.52,9090.7,6300.0,396.29,0.0,0.8,0
39.0,59253.68,125510.63,12800.0,,2.0,20.7,1
23.0,99847.32,161785.65,30800.0,5730.53,0.0,1.5,0
19.0,50207.46,69725.37,10100.0,2060.3,0.0,0.3,0
40.0,,65972.26,42600.0,3355.94,1.0,7.8,0
61.0,46030.75,95566.55,13600.0,5073.76,1.0,24.3,0
19.0,,51091.17,8100.0,432.35,0.0,0.3,0
55.0,67812.62,89876.7,13200.0,8002.82,0.0,,0
,61021.26,61794.34,15100.0,2425.39,0.0,4.3,0
52.0,271790.21,,50000.0,28541.29,,30.5,0
51.0,30728.16,60463.73,12100.0,2523.17,0.0,3.4,0
40.0,46578.38,79688.27,17700.0,5226.68,0.0,14.4,0
47.0,34943.25,18441.29,7600.0,390.39,0.0,26.3,0
69.0,49737.24,108643.62,16700.0,9857.0,,8.6,0
25.0,,107843.03,10800.0,768.67,0.0,6.8,0
39.0,32100.28,9885.33,14300.0,5130.7,0.0,9.5,0
61.0,71749.96,155914.75,31300.0,17361.88,0.0,40.7,0
53.0,47644.08,105906.11,15200.0,4328.7,0.0,23.7,0
22.0,121453.87,323115.07,43700.0,22058.89,0.0,1.2,0
30.0,,30663.46,,8856.25,1.0,2.3,0
46.0,165516.12,178445.74,,24928.21,0.0,8.5,0
48.0,63928.75,166151.15,23000.0,11732.68,0.0,2.8,0
64.0,116168.86,40908.68,50000.0,13604.48,1.0,6.6,0
33.0,58062.31,78479.69,19100.0,2460.47,1.0,1.6,0
59.0,33914.82,,11600.0,1855.38,0.0,17.3,0
47.0,46253.27,73935.42,18700.0,3798.38,0.0,23.1,0
33.0,23574.93,22746.3,8300.0,3250.27,0.0,2.1,0
29.0,50669.52,121656.91,18700.0,4367.35,1.0,1.4,0
34.0,60069.39,43841.43,13200.0,3285.39,0.0,10.3,1
33.0,,91625.78,14600.0,1182.97,,3.0,0
29.0,120342.16,153718.62,23400.0,4516.3,0.0,1.1,0
25.0,49539.21,36669.6,14900.0,3642.62,0.0,1.2,0
37.0,17389.19,9296.41,5000.0,1086.37,0.0,17.6,0
20.0,300000.0,729121.36,50000.0,11699.77,,1.6,0
33.0,35797.56,,11900.0,979.04,1.0,5.3,0
47.0,96881.81,162233.71,37400.0,15895.94,1.0,19.0,0
62.0,21970.41,43955.2,5500.0,953.86,0.0,23.6,0
40.0,62763.4,18996.5,25100.0,6251.35,0.0,14.9,0
45.0,33633.32,61379.51,11300.0,1363.85,1.0,18.4,0
68.0,15000.0,6561.11,5400.0,368.35,3.0,31.4,0
57.0,45721.05,87297.76,10900.0,2658.83,0.0,10.4,0
22.0,52573.15,27968.14,,9392.91,2.0,0.2,0
37.0,47508.71,101852.08,16200.0,2975.33,0.0,8.7,0
57.0,62684.41,113034.91,20500.0,6312.15,0.0,34.7,0
61.0,46087.41,51475.79,19600.0,7014.08,1.0,24.5,0
18.0,56471.42,61259.23,23700.0,10599.5,2.0,0.0,0
47.0,59998.04,34058.02,26500.0,11716.69,1.0,28.8,0
38.0,53044.85,129842.06,18600.0,9953.62,0.0,3.3,1
37.0,48900.09,19623.58,21600.0,5133.35,,13.1,0
23.0,31691.63,43299.22,12700.0,5896.97,0.0,3.4,0
39.0,77394.22,51903.47,17900.0,6140.57,0.0,20.6,0
35.0,45715.91,117847.94,12700.0,3977.89,0.0,16.8,0
25.0,43551.72,67203.55,9600.0,3417.26,,4.8,0
56.0,73671.89,29864.38,11100.0,,1.0,9.3,0
49.0,61523.52,108476.21,12700.0,5798.99,1.0,24.8,0
50.0,35634.44,89649.14,5400.0,1310.56,0.0,3.4,0
33.0,114736.7,186742.17,42000.0,13190.5,0.0,11.7,0
29.0,26541.52,33190.0,7400.0,2841.16,0.0,10.0,0
55.0,29176.4,22437.84,7100.0,1046.42,,14.2,0
69.0,80903.5,26441.9,30600.0,7809.13,0.0,32.2,0
51.0,154922.67,93269.29,50000.0,4867.97,1.0,14.2,1
31.0,38313.54,62238.96,17000.0,9211.03,0.0,5.7,0
53.0,69403.52,132031.39,23800.0,1242.94,0.0,10.9,0
50.0,26491.57,59046.48,7600.0,902.06,1.0,24.4,0
40.0,31026.87,63421.63,7500.0,1855.61,,20.6,0
67.0,106864.71,43823.8,23200.0,10304.29,0.0,46.1,0
62.0,67471.31,133040.93,14400.0,2575.05,1.0,7.7,0
19.0,108873.06,164947.54,29700.0,6644.87,0.0,0.9,0
58.0,103962.47,125550.76,46500.0,3626.81,1.0,29.5,0
38.0,15464.0,22567.06,2300.0,424.0,0.0,5.1,0
19.0,26434.56,2117.57,5500.0,1583.9,0.0,0.1,1
44.0,63875.14,17558.53,13200.0,6742.83,1.0,7.0,0
26.0,19569.86,26612.69,7100.0,885.7,0.0,7.3,0
18.0,28779.45,18319.93,7400.0,5828.26,0.0,0.0,1
28.0,127539.38,185406.92,36600.0,11462.03,1.0,7.2,0
20.0,39146.27,36057.3,7600.0,1391.95,0.0,0.5,0
69.0,82965.42,197033.12,22500.0,8823.57,0.0,,0
,53268.43,129183.94,9600.0,2713.58,0.0,0.6,0
43.0,36027.52,92291.73,11200.0,4043.75,1.0,9.4,0
21.0,,46120.56,3600.0,1264.05,0.0,1.9,0
35.0,62316.48,166504.04,24100.0,12910.92,0.0,2.5,0
23.0,129671.98,240571.07,41500.0,11652.33,1.0,4.1,0
52.0,36646.88,92691.04,13500.0,4688.85,1.0,8.0,0
39.0,56452.73,92678.32,15600.0,2100.98,1.0,13.7,0
60.0,21766.49,,5800.0,,0.0,17.0,0
32.0,36195.67,13730.21,6500.0,1793.78,0.0,8.3,0
39.0,66471.53,124201.61,20400.0,10768.01,0.0,2.3,0
54.0,84645.69,201971.89,25800.0,4937.18,1.0,,0
69.0,75627.05,106997.47,22000.0,4891.83,1.0,46.4,0
59.0,16011.61,9341.87,6000.0,1863.66,0.0,11.1,0
29.0,41185.4,61007.67,16500.0,6757.38,0.0,9.0,0
64.0,30322.08,57309.32,11400.0,3719.52,0.0,46.0,0
66.0,45007.44,90466.62,8700.0,3851.1,0.0,10.1,0
59.0,50679.92,68622.02,17100.0,2269.08,,10.9,0
55.0,102725.04,62387.89,17900.0,6565.04,1.0,24.5,0
35.0,,158537.2,23200.0,8701.38,0.0,16.4,0
62.0,126842.21,,33600.0,22576.67,1.0,40.3,0
52.0,35606.87,24988.32,6800.0,892.4,1.0,17.1,0
,23150.09,51429.82,9500.0,4445.96,0.0,23.1,0
41.0,129721.56,127496.63,43400.0,14683.42,1.0,3.1,1
59.0,70268.1,57167.1,18000.0,2282.21,1.0,,0
47.0,34684.11,77036.38,5500.0,2198.77,2.0,28.0,0
31.0,70452.48,161119.8,21900.0,7315.84,1.0,2.1,1
23.0,89425.02,104298.64,38200.0,15213.12,1.0,1.5,1
20.0,58192.66,14049.46,19100.0,12751.36,0.0,0.2,1
33.0,34981.62,20462.33,15400.0,4146.41,3.0,4.1,0
24.0,41574.5,94941.72,7900.0,432.87,0.0,4.9,0
69.0,64496.93,147848.58,20700.0,2932.15,1.0,19.3,0
31.0,61042.94,75811.19,23800.0,6627.45,3.0,1.1,1
26.0,112123.48,103738.74,34500.0,18492.18,1.0,2.7,0
32.0,45910.72,38400.96,,3652.48,1.0,13.7,0
38.0,30386.19,,9900.0,,0.0,12.6,1
52.0,254290.5,225689.61,50000.0,19248.12,,14.1,0
19.0,60155.79,85032.99,22200.0,8096.7,1.0,0.2,1
44.0,89371.55,169364.24,33800.0,6035.26,0.0,25.6,0
19.0,74095.42,,28200.0,11143.75,2.0,0.8,0
52.0,60593.61,47373.86,21100.0,8921.29,0.0,,0
35.0,47256.89,,10100.0,7181.26,1.0,1.2,1
31.0,15000.0,26168.48,4100.0,1635.1,1.0,0.7,0
37.0,28625.9,63136.86,11000.0,4633.35,0.0,2.3,0
35.0,66004.06,97366.1,28800.0,7154.1,0.0,9.9,1
